Name,Type
Капітана Володимира Кісельова,вулиця
Григорія Цисса,вулиця
Володимира Черниша,провулок
Баяна,вулиця
Петра Загайка,вулиця
Суконний,провулок
Костя Товкача,провулок
Михайла Токаревського,вулиця
Кірхова,вулиця
Івана Банка,вулиця
Семена Антонця,вулиця
Тиловий,провулок
Олександра Лютого,вулиця
Чамарин Яр,вулиця
Бойків Яр,вулиця
Володимира Козака,вулиця
